MyUnknownColumn,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,id,name,price,speed,storagecapacity
1265,Asus,"Rog GL502VS",Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",2.34kg,2325,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1274,Asus,"Rog G752VT-GC073T",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 970M","Windows 10",4.0kg,1900,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1289,Lenovo,"Yoga 900-13ISK","2 in 1 Convertible",13.3,"IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel Core i7 6500U 2.5GHz",16GB,"512GB SSD","Intel HD Graphics 520","Windows 10",1.3kg,1499,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1263,Asus,"Rog GL553VE-FY052T",Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.5kg,1600,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1179,MSI,"GS40 Phantom",Gaming,14,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 970M","Windows 10",1.7kg,1769,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1174,MSI,"GP72M 7REX",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.7kg,1492.8,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1189,HP,"ProBook 450",Notebook,15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16GB,"512GB SSD","Intel UHD Graphics 620","Windows 10",2.1kg,1159,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1204,Dell,"Inspiron 5578","2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"512GB SSD","Intel HD Graphics 620","Windows 10",2.09kg,1179,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1215,Asus,"Rog G752VY-GC229T",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10",4.3kg,2150,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1207,Acer,"Predator G9-793",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",4.2kg,2599,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1195,Lenovo,"IdeaPad Y700-15ISK",Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"512GB SSD","Nvidia GeForce GTX 960","Windows 10",3.31kg,1305,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1196,MSI,"GS60 Ghost",Gaming,15.6,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 970M","Windows 10",1.91kg,2153.37,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
988,Asus,"Rog Strix",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.73kg,2049.9,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
991,Asus,"Q534UX-BHI7T19 (i7-7500U/16GB/2TB","2 in 1 Convertible",15.6,"4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7500U 2.7GHz",16GB,"512GB SSD +  2TB HDD","Nvidia GeForce GTX 950M","Windows 10",2.3kg,1799,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
993,Asus,"Rog GL753VE-DS74",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.99kg,1749,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
959,Lenovo,"IdeaPad Y700-15ACZ",Gaming,15.6,"IPS Panel Full HD 1920x1080","AMD FX 8800P 2.1GHz",16GB,"512GB SSD +  1TB HDD","AMD Radeon R9 M385","Windows 10",2.5kg,999,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
969,Dell,"Alienware 17",Gaming,17.3,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz",16GB,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",4.36kg,3154,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
984,Dell,"XPS 13","2 in 1 Convertible",13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7Y75 1.3GHz",16GB,"512GB SSD","Intel HD Graphics 615","Windows 10",1.22kg,1899,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1221,Dell,"XPS 13",Ultrabook,13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7500U 2.7GHz",16GB,"512GB SSD","Intel HD Graphics 620","Windows 10",1.2kg,2680,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1227,Asus,"Rog Strix",Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",2.2kg,2449,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1257,Lenovo,"ThinkPad 13",Notebook,13.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"512GB SSD","Intel HD Graphics 620","Windows 10",1.4kg,1499,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1229,Asus,"FX502VM-AS73 (i7-7700HQ/16GB/1TB",Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.2kg,1749,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1249,Razer,"Blade Pro",Gaming,14,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"1TB SSD","Nvidia GeForce GTX 1060","Windows 10",1.95kg,3499,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1230,MSI,"GS73VR Stealth",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.43kg,1948.99,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1251,MSI,"GE72VR Apache",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.7kg,1598,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1246,Lenovo,"IdeaPad Y700-15ISK",Gaming,15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10",2.6kg,1029,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1232,Asus,"ROG Strix",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.9kg,1949,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1217,MSI,"GS73VR 7RF",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.43kg,2048.9,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1248,Lenovo,"ThinkPad Yoga",Netbook,12.5,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.50GHz",16GB,"512GB SSD","Intel HD Graphics 520","Windows 10",1.3kg,1650,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1220,Dell,"Inspiron 5579","2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",16GB,"512GB SSD","Intel UHD Graphics 620","Windows 10",2kg,1285,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
914,Dell,"XPS 13","2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i7 7Y75 1.3GHz",16GB,"256GB SSD","Intel HD Graphics 615","Windows 10",1.22kg,1649,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
931,MSI,"GE72VR 6RF",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.7kg,1599,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
917,LG,"Gram 15Z970",Ultrabook,15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"512GB SSD","Intel HD Graphics 620","Windows 10",1.08kg,2099,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
932,Dell,"Inspiron 7567",Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.6kg,1349,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
937,Toshiba,"Tecra Z50-C-140",Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6600U 2.6GHz",16GB,"256GB SSD","Nvidia GeForce 930M","Windows 10",2.4kg,1975,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
953,Dell,"Alienware 17",Gaming,17.3,2560x1440,"Intel Core i7 6820HK 2.7GHz",16GB,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1080","Windows 10",4.36kg,2758,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
947,Lenovo,"Yoga 900-13ISK","2 in 1 Convertible",13.3,"IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel Core i7 6560U 2.2GHz",16GB,"1TB SSD","Intel Iris Graphics 540","Windows 10",1.3kg,1799,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1012,Asus,"Rog GL553VE-DS74",Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.5kg,1799,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1031,Lenovo,"ThinkPad P70",Notebook,17.3,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 6820HQ 2.7GHz",16GB,"512GB SSD","Nvidia Quadro 3000M","Windows 7",2.4kg,2968,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1114,Asus,"G752VY-GC162T (i7-6700HQ/16GB/1TB",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10",4.3kg,2299,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1124,Asus,"Rog GL552VW-CN470T",Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10",2.59kg,1339,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1092,MSI,"GT72VR Dominator",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",3.78kg,2499,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1119,Lenovo,"Legion Y520-15IKBN",Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"512GB SSD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.4kg,1199,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1098,HP,"Spectre x360",Ultrabook,13.3,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7500U 2.7GHz",16GB,"512GB SSD","Intel HD Graphics 620","Windows 10",1.3kg,2049,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1079,MSI,"GS63VR 6RF",Gaming,15.6,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",1.8kg,1929,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1075,Asus,"Rog G752VL-GC088D",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"1TB HDD","Nvidia GeForce GTX 965M","No OS",4kg,998,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1068,Dell,"XPS 13",Ultrabook,13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7500U 2.7GHz",16GB,"1TB SSD","Intel HD Graphics 620","Windows 10",1.2kg,2254,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1061,MSI,"GT72S Dominator",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10",3.78kg,1545.64,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1083,Dell,"Alienware 15",Gaming,15.6,"4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 970M","Windows 10",3.21kg,1329,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1056,Toshiba,"Tecra A50-C-218",Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",16GB,"256GB SSD","Nvidia GeForce 930M","Windows 10",2.4kg,1425,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1062,Lenovo,"IdeaPad Y900-17ISK",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10",4.6kg,2289.99,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1077,Dell,"Inspiron 5567",Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"2TB HDD","AMD Radeon R7 M445","Windows 10",2.32kg,989.99,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1073,MSI,"GT62VR 6RD",Gaming,15.6,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.94kg,1819,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
1064,Lenovo,"ThinkPad X1",Notebook,14,"IPS Panel 2560x1440","Intel Core i7 6600U 2.6GHz",16GB,"256GB SSD","Intel HD Graphics 520","Windows 7",1.1kg,2620,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
276,Asus,"Rog Strix",Gaming,17.3,"Full HD 1920x1080","AMD Ryzen 1700 3GHz",16GB,"256GB SSD +  1TB HDD","AMD Radeon RX 580","Windows 10",3.2kg,1549,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
302,Dell,"Precision 7720",Workstation,17.3,"Full HD 1920x1080","Intel Core i7 7820HQ 2.9GHz",16GB,"256GB SSD","Nvidia Quadro M1200","Windows 10",3.42kg,2884.86,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
304,Asus,"ZenBook UX530UQ-PRO",Ultrabook,15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"512GB SSD","Nvidia GeForce 940MX","Windows 10",1.63kg,1468,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
278,Lenovo,"ThinkPad X1","2 in 1 Convertible",14,"Touchscreen 2560x1440","Intel Core i7 6600U 2.6GHz",16GB,"512GB SSD","Intel HD Graphics 520","Windows 10",1.36kg,2499,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
293,Lenovo,"Legion Y520-15IKBN",Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.5kg,1179,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
263,MSI,"GT73EVR 7RE",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",4.14kg,2499,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
4,Apple,"MacBook Pro",Ultrabook,15.4,"IPS Panel Retina Display 2880x1800","Intel Core i7 2.7GHz",16GB,"512GB SSD","AMD Radeon Pro 455",macOS,1.83kg,2537.45,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
34,Dell,"XPS 13",Ultrabook,13.3,"Touchscreen / Quad HD+ 3200x1800","Intel Core i7 8550U 1.8GHz",16GB,"512GB SSD","Intel UHD Graphics 620","Windows 10",1.2kg,1869,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
42,Dell,"Inspiron 7577",Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.65kg,1499,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
9,Asus,"ZenBook UX430UN",Ultrabook,14,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16GB,"512GB SSD","Nvidia GeForce MX150","Windows 10",1.3kg,1495,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
18,Apple,"MacBook Pro",Ultrabook,15.4,"IPS Panel Retina Display 2880x1800","Intel Core i7 2.9GHz",16GB,"512GB SSD","AMD Radeon Pro 560",macOS,1.83kg,2858,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
13,Apple,"MacBook Pro",Ultrabook,15.4,"IPS Panel Retina Display 2880x1800","Intel Core i7 2.8GHz",16GB,"256GB SSD","AMD Radeon Pro 555",macOS,1.83kg,2439.97,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
7,Apple,"MacBook Pro",Ultrabook,15.4,"IPS Panel Retina Display 2880x1800","Intel Core i7 2.2GHz",16GB,"256GB Flash Storage","Intel Iris Pro Graphics","Mac OS X",2.04kg,2139.97,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
87,Dell,"Inspiron 7577",Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.65kg,1349,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
59,MSI,"GS73VR 7RG",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  2TB HDD","Nvidia GeForce GTX 1070","Windows 10",2.43kg,2449,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
67,Asus,"ZenBook Pro",Ultrabook,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"512GB SSD","Nvidia GeForce GTX 1050 Ti","Windows 10",1.8kg,1983,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
61,Dell,"Inspiron 5770",Notebook,17.3,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16GB,"256GB SSD +  2TB HDD","AMD Radeon 530","Windows 10",2.8kg,1299,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
216,Asus,"ROG GL703VD-GC028T",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.9kg,1407,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
202,HP,"Omen 17-W295",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",3.35kg,1379,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
186,Lenovo,"Yoga 920-13IKB","2 in 1 Convertible",13.9,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 8550U 1.8GHz",16GB,"512GB SSD","Intel UHD Graphics 620","Windows 10",1.4kg,1849,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
207,Lenovo,"Legion Y720-15IKB",Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",3.2kg,1749,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
189,Dell,"Inspiron 7773",Notebook,17.3,"Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",16GB,"512GB SSD","Nvidia GeForce 150MX","Windows 10",2.77kg,1549,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
204,Dell,"Inspiron 7577",Gaming,15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz",16GB,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.65kg,1845,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
194,Lenovo,"Thinkpad Yoga","2 in 1 Convertible",14,"Touchscreen 2560x1440","Intel Core i7 7500U 2.7GHz",16GB,"1TB SSD","Intel HD Graphics 620","Windows 10",1.42kg,2824,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
208,Dell,"Precision 7520",Workstation,15.6,"4K Ultra HD 3840x2160","Intel Xeon E3-1505M V6 3GHz",16GB,"256GB SSD +  1TB HDD","Nvidia Quadro M1200","Windows 10",2.8kg,3055,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
184,Dell,"Inspiron 5570",Notebook,15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16GB,"256GB SSD +  2TB HDD","AMD Radeon 530",Linux,2.02kg,1049,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
209,Lenovo,"Legion Y520-15IKBN",Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"512GB SSD","Nvidia GeForce GTX 1060","No OS",2.4kg,1398,13,"TEAMGROUP AX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD",80,540,1
